"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7628","User can login, add a product to the cart","chromium","Tue May 27 00:07:51 MST 2025","passed","Tue May 27 00:07:59 MST 2025","","pomtest.spec.ts","",""
